name,followers,likes,comments,growth_rate,engagement_rate,account_age_days,anomaly_score,anomaly_percentile,transfer_fraud_probability_UNVALIDATED,vetting_action,signals_disagree_flag
influencer_1064,3096900,63469,4248,1.2,2.05,2825,6.3,21.55,0.2,APPROVE - Not a statistical outlier,
influencer_1065,4044064,139899,10180,1.55,3.46,2359,5.5,16.68,0.9,APPROVE - Not a statistical outlier,
influencer_1066,2603967,28592,612,1.89,1.1,2738,17.2,72.64,0.0,APPROVE - Not a statistical outlier,
influencer_1067,3439550,149855,5896,-0.09,4.36,1025,13.1,60.69,0.2,APPROVE - Not a statistical outlier,
influencer_1068,77218,2792,152,1.19,3.62,1989,12.2,56.76,0.0,APPROVE - Not a statistical outlier,
influencer_1069,771044,42354,1971,3.9,5.49,1631,5.7,18.01,0.0,APPROVE - Not a statistical outlier,
influencer_1070,2547741,46418,4211,0.09,1.82,2823,14.5,65.25999999999999,0.2,APPROVE - Not a statistical outlier,
influencer_1071,4673750,234647,19479,3.38,5.02,1510,14.3,64.75,9.9,APPROVE - Not a statistical outlier,
influencer_1072,4657356,230995,16186,2.91,4.96,2164,10.1,46.379999999999995,0.6,APPROVE - Not a statistical outlier,
influencer_1073,3481130,56948,2679,-0.66,1.64,1132,6.5,22.900000000000002,0.2,APPROVE - Not a statistical outlier,
influencer_1074,3186714,95371,7253,-0.87,2.99,2868,10.3,47.46,0.9,APPROVE - Not a statistical outlier,
influencer_1075,1729096,67353,5892,28.4,3.9,2381,15.4,67.97,23.9,APPROVE - Not a statistical outlier,
influencer_1076,348739,7928,535,3.15,2.27,1433,5.7,18.01,0.0,APPROVE - Not a statistical outlier,
influencer_1077,473327,10963,907,0.98,2.32,2207,8.0,33.550000000000004,0.0,APPROVE - Not a statistical outlier,
influencer_1078,2695946,101938,8147,3.01,3.78,2673,5.3,15.27,0.9,APPROVE - Not a statistical outlier,
influencer_1079,4230215,129319,8501,2.99,3.06,1329,4.0,8.24,0.2,APPROVE - Not a statistical outlier,
influencer_1080,1923135,338443,15221,28.47,17.6,1752,29.4,89.75999999999999,31.7,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_1081,979039,15976,1272,-0.4,1.63,2635,11.5,53.73,0.0,APPROVE - Not a statistical outlier,
influencer_1082,900885,52868,1931,2.46,5.87,928,8.0,33.550000000000004,0.0,APPROVE - Not a statistical outlier,
influencer_1083,609746,13129,1081,-0.63,2.15,1236,7.6,30.54,0.0,APPROVE - Not a statistical outlier,
influencer_1084,3003819,475628,40125,40.13,15.83,1565,37.5,95.46,31.7,MANUAL REVIEW - Top 5% anomaly,
influencer_1085,4512219,630496,54078,31.59,13.97,107,61.9,99.86,41.0,"REJECT - Top 1% anomaly, escalate for manual audit",
influencer_1086,500876,8592,496,3.24,1.72,2861,11.6,54.290000000000006,0.0,APPROVE - Not a statistical outlier,
influencer_1087,1963165,103840,3675,4.84,5.29,2751,8.1,34.22,0.6,APPROVE - Not a statistical outlier,
influencer_1088,612213,15576,435,1.06,2.54,1562,8.0,33.550000000000004,0.0,APPROVE - Not a statistical outlier,
influencer_1089,769734,43816,3482,41.66,5.69,267,22.4,81.78999999999999,46.3,APPROVE - Not a statistical outlier,
influencer_1090,4242361,162576,14778,0.55,3.83,1187,10.8,50.519999999999996,0.6,APPROVE - Not a statistical outlier,
influencer_1091,1840433,83341,6006,35.09,4.53,2026,13.0,60.160000000000004,22.9,APPROVE - Not a statistical outlier,
influencer_1092,3673214,127794,4029,1.2,3.48,1245,5.4,16.0,0.2,APPROVE - Not a statistical outlier,
influencer_1093,2027580,94509,8958,1.89,4.66,307,13.1,60.69,15.4,APPROVE - Not a statistical outlier,
influencer_1094,4904058,70562,6994,2.41,1.44,553,19.0,76.35,0.7,APPROVE - Not a statistical outlier,
influencer_1095,4340235,188405,10300,3.12,4.34,209,14.6,65.66,1.0,APPROVE - Not a statistical outlier,
influencer_1096,1493252,81816,5529,-0.64,5.48,152,20.2,78.42,1.8,APPROVE - Not a statistical outlier,
influencer_1097,3527737,45470,3736,2.33,1.29,1299,6.6,23.56,0.0,APPROVE - Not a statistical outlier,
influencer_1098,402921,6862,541,1.59,1.7,1787,7.8,32.06,0.0,APPROVE - Not a statistical outlier,
influencer_1099,2009960,92119,8974,-0.2,4.58,1124,14.8,66.38,12.6,APPROVE - Not a statistical outlier,
influencer_1100,4456214,141993,4144,0.25,3.19,509,15.7,68.76,0.2,APPROVE - Not a statistical outlier,
influencer_1101,88955,2684,178,4.3,3.02,1827,10.6,49.38,0.0,APPROVE - Not a statistical outlier,
influencer_1102,3817446,736811,55522,22.56,19.3,2161,44.7,98.52,31.7,MANUAL REVIEW - Top 5% anomaly,
influencer_1103,3377513,394140,35948,35.52,11.67,2642,34.3,93.24,32.3,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_1104,1938878,352531,31702,29.07,18.18,2696,41.6,97.41,31.7,MANUAL REVIEW - Top 5% anomaly,
influencer_1105,4403294,712867,70032,21.65,16.19,2434,46.7,98.86,31.7,MANUAL REVIEW - Top 5% anomaly,
influencer_1106,2086259,100517,6128,4.64,4.82,845,2.4,1.76,1.2,APPROVE - Not a statistical outlier,
influencer_1107,2476539,56745,4906,4.45,2.29,2724,7.8,32.06,0.0,APPROVE - Not a statistical outlier,
influencer_1108,4734188,161148,8731,2.48,3.4,472,11.4,53.1,0.6,APPROVE - Not a statistical outlier,
influencer_1109,1706215,101691,5469,-0.17,5.96,2600,21.0,79.64,0.2,APPROVE - Not a statistical outlier,
influencer_1110,2490569,110413,4446,1.76,4.43,172,12.0,56.11000000000001,0.4,APPROVE - Not a statistical outlier,
influencer_1111,3267402,85977,7347,31.98,2.63,221,25.9,86.44,38.3,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_1112,1984851,61019,6032,4.71,3.07,1440,7.3,28.63,1.7,APPROVE - Not a statistical outlier,
influencer_1113,4109880,198889,8056,1.18,4.84,407,13.3,61.56,0.2,APPROVE - Not a statistical outlier,
influencer_1114,4738655,56984,1395,3.71,1.2,2658,20.5,78.92,0.0,APPROVE - Not a statistical outlier,
influencer_1115,4262946,68827,5867,3.1,1.61,564,10.8,50.519999999999996,0.7,APPROVE - Not a statistical outlier,
influencer_1116,91093,1835,127,-0.53,2.02,1746,13.2,61.160000000000004,0.0,APPROVE - Not a statistical outlier,
influencer_1117,1557182,46867,4535,2.35,3.01,1062,4.8,12.17,0.6,APPROVE - Not a statistical outlier,
influencer_1118,4412519,278820,11202,11.66,6.32,1440,19.6,77.4,4.0,APPROVE - Not a statistical outlier,
influencer_1119,2004679,54754,1406,3.1,2.73,2170,4.8,12.17,0.0,APPROVE - Not a statistical outlier,
influencer_1120,1733465,74072,4399,2.66,4.27,2019,2.0,1.03,0.2,APPROVE - Not a statistical outlier,
influencer_1121,4231258,218316,5859,25.85,5.16,2606,23.6,83.49,9.3,APPROVE - Not a statistical outlier,
influencer_1122,3174584,166794,6829,34.27,5.25,1207,13.9,63.580000000000005,17.9,APPROVE - Not a statistical outlier,
influencer_1123,4722165,463618,13944,32.07,9.82,434,33.4,92.58999999999999,11.7,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_1124,2657807,347867,13194,27.55,13.09,2917,26.7,87.37,20.7,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_1125,2860244,77550,2209,3.61,2.71,1202,4.2,9.19,0.0,APPROVE - Not a statistical outlier,
influencer_1126,887040,12590,1212,3.11,1.42,918,10.5,48.67,0.0,APPROVE - Not a statistical outlier,
influencer_1127,323918,19318,816,3.81,5.96,451,10.1,46.379999999999995,0.1,APPROVE - Not a statistical outlier,
influencer_1128,2939613,48089,2669,0.6,1.64,1671,5.3,15.27,0.2,APPROVE - Not a statistical outlier,
influencer_1129,2246909,30597,2811,4.1,1.36,501,9.4,42.6,2.0,APPROVE - Not a statistical outlier,
influencer_1130,4063442,219127,16256,1.65,5.39,2970,13.6,62.64999999999999,1.2,APPROVE - Not a statistical outlier,
influencer_1131,117739,2954,205,0.57,2.51,576,11.9,55.67999999999999,0.0,APPROVE - Not a statistical outlier,
influencer_1132,1287585,54741,4184,-0.94,4.25,660,6.3,21.55,0.8,APPROVE - Not a statistical outlier,
influencer_1133,781316,20666,1783,4.23,2.65,1067,5.9,19.36,0.0,APPROVE - Not a statistical outlier,
influencer_1134,3535550,104555,9432,2.21,2.96,2855,10.3,47.46,1.2,APPROVE - Not a statistical outlier,
influencer_1135,3490866,80658,5759,4.85,2.31,1859,4.6,11.16,0.7,APPROVE - Not a statistical outlier,
influencer_1136,1367853,37140,3387,3.29,2.72,393,6.4,22.189999999999998,2.2,APPROVE - Not a statistical outlier,
influencer_1137,1015929,28689,1802,17.83,2.82,2196,25.0,85.50999999999999,14.0,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_1138,1567847,72153,3043,2.53,4.6,575,3.1,4.06,0.9,APPROVE - Not a statistical outlier,
influencer_1139,2421564,86151,7788,-0.9,3.56,2599,9.7,44.29,0.9,APPROVE - Not a statistical outlier,
influencer_1140,2583569,147723,9353,2.35,5.72,663,7.7,31.240000000000002,0.4,APPROVE - Not a statistical outlier,
influencer_1141,1481035,185554,17162,22.32,12.53,1966,29.9,90.25,31.3,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_1142,189456,6660,154,2.86,3.52,1710,11.9,55.67999999999999,0.0,APPROVE - Not a statistical outlier,
influencer_1143,2654093,104070,5390,2.25,3.92,992,1.7,0.49,0.6,APPROVE - Not a statistical outlier,
influencer_1144,3304457,185082,17735,0.57,5.6,912,20.7,79.17,31.2,APPROVE - Not a statistical outlier,
influencer_1145,4086412,50908,2034,-0.03,1.25,2857,14.5,65.25999999999999,0.0,APPROVE - Not a statistical outlier,
influencer_1146,4423808,117225,11174,21.93,2.65,900,28.4,88.79,38.3,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_1147,4768348,251203,24193,4.92,5.27,545,28.7,89.05,26.0,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_1148,717756,15859,1436,1.61,2.21,1450,5.6,17.31,0.0,APPROVE - Not a statistical outlier,
influencer_1149,52226,1727,112,48.46,3.31,895,25.0,85.50999999999999,35.4,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_1150,3752198,322050,23108,31.46,8.58,2183,24.6,84.93,31.0,APPROVE - Not a statistical outlier,
influencer_1151,3622509,168891,15127,1.27,4.66,1138,8.7,38.05,10.9,APPROVE - Not a statistical outlier,
influencer_1152,3139145,439788,36094,28.58,14.01,243,38.8,96.22,40.6,MANUAL REVIEW - Top 5% anomaly,
influencer_1153,3898611,167094,11764,3.51,4.29,2927,9.1,40.52,0.9,APPROVE - Not a statistical outlier,
influencer_1154,1227476,39219,3866,2.17,3.2,2274,7.8,32.06,0.6,APPROVE - Not a statistical outlier,
influencer_1155,4185056,51242,3835,2.09,1.22,48,41.9,97.55,7.0,MANUAL REVIEW - Top 5% anomaly,Unsupervised flags anomaly; transfer model does not recognize pattern - review
influencer_1156,573212,32103,3147,3.58,5.6,671,17.9,74.22,39.0,APPROVE - Not a statistical outlier,
influencer_1157,4419441,148116,3642,0.88,3.35,1134,11.2,52.04,0.2,APPROVE - Not a statistical outlier,
influencer_1158,1501844,295888,9207,23.9,19.7,359,39.7,96.61,37.5,MANUAL REVIEW - Top 5% anomaly,
influencer_1159,930168,18746,1051,15.46,2.02,895,18.7,75.73,26.9,APPROVE - Not a statistical outlier,
influencer_1160,3444609,117433,5964,-0.05,3.41,803,8.9,39.31,0.2,APPROVE - Not a statistical outlier,
influencer_1161,364476,63426,5240,30.55,17.4,421,37.2,95.3,41.6,MANUAL REVIEW - Top 5% anomaly,
influencer_1162,1401283,29025,953,2.47,2.07,666,4.9,12.86,0.0,APPROVE - Not a statistical outlier,
influencer_1163,692757,9161,898,1.68,1.32,2384,13.6,62.64999999999999,0.0,APPROVE - Not a statistical outlier,
influencer_1164,391719,15165,685,4.47,3.87,2972,12.3,57.16,0.0,APPROVE - Not a statistical outlier,
influencer_1165,1528937,62841,3413,4.4,4.11,2729,5.2,14.57,0.2,APPROVE - Not a statistical outlier,
influencer_1166,1150947,72079,3025,25.9,6.26,2918,19.8,77.71000000000001,11.0,APPROVE - Not a statistical outlier,
influencer_1167,3338920,200756,13319,32.58,6.01,1055,14.2,64.45,26.4,APPROVE - Not a statistical outlier,
influencer_1168,3297050,174909,4318,-0.62,5.31,2597,16.5,70.91,0.2,APPROVE - Not a statistical outlier,
influencer_1169,2119324,86428,2763,4.31,4.08,1704,3.8,7.33,0.2,APPROVE - Not a statistical outlier,
influencer_1170,2679932,28508,2271,0.86,1.06,2713,10.9,50.92,1.4,APPROVE - Not a statistical outlier,
influencer_1171,4903666,219495,7664,2.39,4.48,769,12.5,58.040000000000006,0.4,APPROVE - Not a statistical outlier,
influencer_1172,877031,140282,5448,39.43,16.0,1575,29.0,89.41,30.3,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_1173,1271896,48685,4062,4.91,3.83,498,5.3,15.27,1.2,APPROVE - Not a statistical outlier,
influencer_1174,3564706,151336,4156,-0.57,4.25,2289,10.8,50.519999999999996,0.2,APPROVE - Not a statistical outlier,
influencer_1175,1060622,29179,1604,1.68,2.75,1165,2.5,2.02,0.0,APPROVE - Not a statistical outlier,
influencer_1176,4423375,247067,5397,2.73,5.59,1061,16.0,69.55,0.2,APPROVE - Not a statistical outlier,
influencer_1177,379165,6331,302,2.69,1.67,2881,13.0,60.160000000000004,0.0,APPROVE - Not a statistical outlier,
influencer_1178,709662,30923,2347,3.43,4.36,2554,5.9,19.36,2.6,APPROVE - Not a statistical outlier,
influencer_1179,4132479,42225,1148,3.35,1.02,903,14.9,66.64999999999999,0.8,APPROVE - Not a statistical outlier,
influencer_1180,1013117,56970,5188,3.76,5.62,489,12.3,57.16,26.5,APPROVE - Not a statistical outlier,
influencer_1181,646188,9213,854,49.61,1.43,2330,28.8,89.18,24.5,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_1182,416008,6133,174,1.22,1.47,1579,11.4,53.1,0.0,APPROVE - Not a statistical outlier,
influencer_1183,1632993,43519,4319,1.29,2.67,781,7.6,30.54,0.9,APPROVE - Not a statistical outlier,
influencer_1184,3352278,451796,19789,15.64,13.48,1491,26.5,87.2,29.3,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_1185,2343035,48535,1297,1.46,2.07,1807,6.8,25.019999999999996,0.0,APPROVE - Not a statistical outlier,
influencer_1186,2769362,270389,5517,32.9,9.76,883,25.5,85.98,10.0,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_1187,3027768,97329,5127,2.79,3.21,2313,3.2,4.42,0.9,APPROVE - Not a statistical outlier,
influencer_1188,1171365,13715,965,1.56,1.17,1359,6.8,25.019999999999996,0.0,APPROVE - Not a statistical outlier,
influencer_1189,680418,17679,823,0.5,2.6,507,8.8,38.690000000000005,0.0,APPROVE - Not a statistical outlier,
influencer_1190,4896084,247358,21504,3.29,5.05,2756,19.5,77.2,9.6,APPROVE - Not a statistical outlier,
influencer_1191,1612754,71743,5547,0.15,4.45,2293,10.2,46.94,0.6,APPROVE - Not a statistical outlier,
influencer_1192,1115593,51588,2476,2.8,4.62,2932,9.1,40.52,0.6,APPROVE - Not a statistical outlier,
influencer_1193,1227952,55142,4342,1.58,4.49,164,10.5,48.67,1.2,APPROVE - Not a statistical outlier,
influencer_1194,4852188,123966,11806,0.92,2.55,2982,19.9,77.86999999999999,0.9,APPROVE - Not a statistical outlier,
influencer_1195,2722864,40797,1119,4.68,1.5,1182,10.1,46.379999999999995,0.0,APPROVE - Not a statistical outlier,
influencer_1196,3948208,604531,26894,41.59,15.31,439,38.0,95.8,39.6,MANUAL REVIEW - Top 5% anomaly,
influencer_1197,2939496,494223,28203,14.29,16.81,1475,33.1,92.30000000000001,30.3,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_1198,3876754,229283,13720,21.84,5.91,1347,13.1,60.69,12.0,APPROVE - Not a statistical outlier,
influencer_1199,2705999,93877,5949,-0.23,3.47,1299,6.8,25.019999999999996,0.9,APPROVE - Not a statistical outlier,
influencer_1200,2995200,31404,1383,-0.35,1.05,1609,8.7,38.05,0.0,APPROVE - Not a statistical outlier,
influencer_1201,1325070,22529,1653,0.7,1.7,115,14.6,65.66,0.1,APPROVE - Not a statistical outlier,
influencer_1202,3191914,83321,5966,2.55,2.61,2633,4.9,12.86,1.2,APPROVE - Not a statistical outlier,
influencer_1203,2525388,98311,6510,1.31,3.89,1895,2.6,2.31,0.2,APPROVE - Not a statistical outlier,
influencer_1204,1659987,22832,664,2.65,1.38,1499,7.3,28.63,0.0,APPROVE - Not a statistical outlier,
influencer_1205,3877274,221655,12890,-0.04,5.72,407,28.8,89.18,0.9,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_1206,2838981,80213,3890,0.57,2.83,1710,4.4,10.09,0.2,APPROVE - Not a statistical outlier,
influencer_1207,1662793,92499,5483,2.39,5.56,1104,4.6,11.16,1.1,APPROVE - Not a statistical outlier,
influencer_1208,617036,30250,2835,0.3,4.9,271,22.0,81.22,25.1,APPROVE - Not a statistical outlier,
influencer_1209,3392418,162062,9471,1.54,4.78,949,6.0,19.939999999999998,0.2,APPROVE - Not a statistical outlier,
influencer_1210,4988696,516986,10917,13.51,10.36,1616,35.2,93.89999999999999,2.7,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_1211,429988,17775,979,4.84,4.13,2343,7.2,27.93,0.0,APPROVE - Not a statistical outlier,
influencer_1212,4085752,171193,14662,-0.52,4.19,2789,13.8,63.29,0.6,APPROVE - Not a statistical outlier,
influencer_1213,4375857,181318,14941,1.76,4.14,1301,7.3,28.63,0.6,APPROVE - Not a statistical outlier,
influencer_1214,4756000,179236,10946,1.38,3.77,99,23.1,82.84,1.0,APPROVE - Not a statistical outlier,
influencer_1215,2978590,176692,7064,3.95,5.93,2134,6.8,25.019999999999996,0.2,APPROVE - Not a statistical outlier,
influencer_1216,3298291,153748,8795,4.4,4.66,1435,2.8,2.96,0.2,APPROVE - Not a statistical outlier,
influencer_1217,3803429,185787,12094,4.44,4.88,2116,5.1,13.919999999999998,0.9,APPROVE - Not a statistical outlier,
influencer_1218,4895287,262500,26247,1.25,5.36,2037,34.7,93.56,24.9,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_1219,2491706,51782,3704,0.83,2.08,830,3.0,3.74,0.2,APPROVE - Not a statistical outlier,
influencer_1220,1192902,16927,1278,1.69,1.42,1071,5.9,19.36,0.0,APPROVE - Not a statistical outlier,
influencer_1221,2493118,372887,22118,49.8,14.96,2809,37.2,95.3,31.7,MANUAL REVIEW - Top 5% anomaly,
influencer_1222,3738973,133496,6455,3.31,3.57,854,2.8,2.96,0.5,APPROVE - Not a statistical outlier,
influencer_1223,2203575,113393,9642,0.28,5.15,785,14.0,63.849999999999994,10.2,APPROVE - Not a statistical outlier,
influencer_1224,465071,86103,5131,27.73,18.51,2429,37.0,95.16,32.0,MANUAL REVIEW - Top 5% anomaly,
influencer_1225,4382137,168899,16818,4.56,3.85,2025,14.4,64.98,0.9,APPROVE - Not a statistical outlier,
influencer_1226,4913216,178612,10104,0.68,3.64,1869,12.2,56.76,0.6,APPROVE - Not a statistical outlier,
influencer_1227,776435,9247,235,3.06,1.19,1351,12.7,58.809999999999995,0.0,APPROVE - Not a statistical outlier,
influencer_1228,2175606,88679,6616,-0.14,4.08,2360,10.0,45.910000000000004,0.6,APPROVE - Not a statistical outlier,
influencer_1229,3499472,103221,2449,11.62,2.95,1639,16.4,70.67999999999999,2.7,APPROVE - Not a statistical outlier,
influencer_1230,3007316,53755,2152,-0.31,1.79,139,18.6,75.48,0.1,APPROVE - Not a statistical outlier,
influencer_1231,1565718,59190,2858,35.36,3.78,1046,12.9,59.67,34.4,APPROVE - Not a statistical outlier,
influencer_1232,2135793,84749,6708,0.3,3.97,1991,7.2,27.93,0.6,APPROVE - Not a statistical outlier,
influencer_1233,1603575,29199,1738,2.38,1.82,2621,5.6,17.31,0.1,APPROVE - Not a statistical outlier,
influencer_1234,3814270,61688,1375,3.6,1.62,1799,12.1,56.44,0.1,APPROVE - Not a statistical outlier,
influencer_1235,4807425,283650,19670,-0.24,5.9,54,60.2,99.76,11.9,"REJECT - Top 1% anomaly, escalate for manual audit",Unsupervised flags anomaly; transfer model does not recognize pattern - review
influencer_1236,2379837,70647,3738,4.22,2.97,872,1.9,0.84,0.3,APPROVE - Not a statistical outlier,
influencer_1237,1525102,272919,25585,25.5,17.9,2868,43.6,98.11,32.0,MANUAL REVIEW - Top 5% anomaly,
influencer_1238,3191541,59254,3553,3.36,1.86,767,5.3,15.27,0.0,APPROVE - Not a statistical outlier,
influencer_1239,665180,130431,10006,38.18,19.61,2134,39.0,96.34,32.3,MANUAL REVIEW - Top 5% anomaly,
influencer_1240,2384366,96500,3619,-0.99,4.05,209,13.6,62.64999999999999,0.2,APPROVE - Not a statistical outlier,
influencer_1241,2036848,76400,6179,33.85,3.75,261,21.3,80.19,41.0,APPROVE - Not a statistical outlier,
influencer_1242,2440855,35149,2730,4.27,1.44,1947,6.1,20.380000000000003,0.7,APPROVE - Not a statistical outlier,
influencer_1243,205615,11242,1037,1.01,5.47,372,21.9,81.08,21.7,APPROVE - Not a statistical outlier,
influencer_1244,1526233,131926,2995,43.37,8.64,506,26.2,86.83,16.8,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_1245,3897022,100030,5581,-0.63,2.57,1852,6.6,23.56,0.6,APPROVE - Not a statistical outlier,
influencer_1246,1804740,59769,4442,3.26,3.31,2653,4.2,9.19,0.2,APPROVE - Not a statistical outlier,
influencer_1247,3969222,117105,3233,-0.59,2.95,484,12.5,58.040000000000006,0.2,APPROVE - Not a statistical outlier,
influencer_1248,3069893,163253,8627,2.52,5.32,1285,4.4,10.09,0.2,APPROVE - Not a statistical outlier,
influencer_1249,839003,36047,3437,13.76,4.3,318,22.5,81.97,22.7,APPROVE - Not a statistical outlier,
influencer_1250,3434382,86452,4744,0.81,2.52,1266,4.5,10.66,0.2,APPROVE - Not a statistical outlier,
influencer_1251,282570,15031,1485,-0.53,5.32,2335,22.9,82.56,20.7,APPROVE - Not a statistical outlier,
influencer_1252,3183993,156258,3835,4.7,4.91,559,9.9,45.440000000000005,0.7,APPROVE - Not a statistical outlier,
influencer_1253,4082082,230802,17870,2.21,5.65,2764,15.1,67.17,8.6,APPROVE - Not a statistical outlier,
influencer_1254,3396049,75689,5031,2.48,2.23,2306,2.9,3.34,0.9,APPROVE - Not a statistical outlier,
influencer_1255,67150,2608,156,2.69,3.88,625,10.9,50.92,0.1,APPROVE - Not a statistical outlier,
influencer_1256,2435206,57780,5643,4.35,2.37,464,9.2,41.25,2.3,APPROVE - Not a statistical outlier,
influencer_1257,560723,28711,872,-0.64,5.12,911,13.5,62.239999999999995,0.0,APPROVE - Not a statistical outlier,
influencer_1258,2548500,26163,2398,4.36,1.03,1811,11.7,54.76,1.0,APPROVE - Not a statistical outlier,
influencer_1259,3356745,128365,9665,0.44,3.82,431,10.8,50.519999999999996,0.2,APPROVE - Not a statistical outlier,
influencer_1260,1000554,26975,1098,-0.53,2.7,2699,9.6,43.75,0.0,APPROVE - Not a statistical outlier,
influencer_1261,4194060,109608,10098,2.94,2.61,2165,7.4,29.270000000000003,0.6,APPROVE - Not a statistical outlier,
influencer_1262,4159634,175725,9549,4.86,4.22,2661,8.9,39.31,0.6,APPROVE - Not a statistical outlier,
influencer_1263,135055,7100,604,-0.66,5.26,1595,17.6,73.71,8.7,APPROVE - Not a statistical outlier,
influencer_1264,677022,27392,1399,1.56,4.05,338,5.9,19.36,0.2,APPROVE - Not a statistical outlier,
influencer_1265,810942,42703,3761,2.18,5.27,2983,15.5,68.24,19.2,APPROVE - Not a statistical outlier,
influencer_1266,3880275,90138,6393,0.51,2.32,372,10.0,45.910000000000004,0.6,APPROVE - Not a statistical outlier,
influencer_1267,697358,25087,784,4.9,3.6,465,6.9,25.8,0.1,APPROVE - Not a statistical outlier,
influencer_1268,3596790,116992,8420,2.85,3.25,206,10.6,49.38,0.6,APPROVE - Not a statistical outlier,
influencer_1269,1842648,19499,688,4.07,1.06,168,18.2,74.79,0.5,APPROVE - Not a statistical outlier,
influencer_1270,1689472,63930,3385,1.49,3.78,223,7.4,29.270000000000003,0.6,APPROVE - Not a statistical outlier,
influencer_1271,3829433,164957,5546,1.12,4.31,1214,6.9,25.8,0.2,APPROVE - Not a statistical outlier,
influencer_1272,2736264,527624,11481,24.77,19.28,972,39.5,96.55,17.6,MANUAL REVIEW - Top 5% anomaly,Unsupervised flags anomaly; transfer model does not recognize pattern - review
influencer_1273,4449748,208310,7697,1.61,4.68,554,13.0,60.160000000000004,0.4,APPROVE - Not a statistical outlier,
influencer_1274,2701713,104196,6554,3.29,3.86,1654,1.7,0.49,0.6,APPROVE - Not a statistical outlier,
influencer_1275,2309989,30809,1803,0.59,1.33,2992,12.3,57.16,0.0,APPROVE - Not a statistical outlier,
influencer_1276,4138270,65476,3936,1.7,1.58,2287,6.5,22.900000000000002,0.0,APPROVE - Not a statistical outlier,
influencer_1277,4318922,171995,6847,4.37,3.98,770,6.3,21.55,0.4,APPROVE - Not a statistical outlier,
influencer_1278,4116625,631099,47214,46.79,15.33,891,39.8,96.67,42.3,MANUAL REVIEW - Top 5% anomaly,
influencer_1279,460297,6435,491,0.01,1.4,983,11.3,52.52,0.0,APPROVE - Not a statistical outlier,
influencer_1280,1021154,32146,1563,4.32,3.15,1332,2.1,1.2,0.1,APPROVE - Not a statistical outlier,
influencer_1281,4946169,186550,16881,2.53,3.77,1304,12.6,58.4,0.6,APPROVE - Not a statistical outlier,
influencer_1282,4078151,107815,7711,3.08,2.64,1773,3.3,4.8500000000000005,0.6,APPROVE - Not a statistical outlier,
influencer_1283,4735963,217956,16792,0.77,4.6,2910,16.7,71.39,0.6,APPROVE - Not a statistical outlier,
influencer_1284,2804696,118326,4991,1.65,4.22,2217,3.8,7.33,0.2,APPROVE - Not a statistical outlier,
influencer_1285,2094373,55796,1118,3.84,2.66,821,8.7,38.05,0.2,APPROVE - Not a statistical outlier,
influencer_1286,2373280,113308,10110,0.98,4.77,575,10.5,48.67,7.9,APPROVE - Not a statistical outlier,
influencer_1287,2917623,123808,10621,-0.01,4.24,1874,12.6,58.4,0.2,APPROVE - Not a statistical outlier,
influencer_1288,2707871,113384,3385,1.27,4.19,1046,5.2,14.57,0.6,APPROVE - Not a statistical outlier,
influencer_1289,871123,32816,1638,-0.58,3.77,1957,7.5,29.880000000000003,0.0,APPROVE - Not a statistical outlier,
influencer_1290,2987249,31573,2301,3.31,1.06,1583,7.7,31.240000000000002,1.3,APPROVE - Not a statistical outlier,
influencer_1291,1860582,83401,6018,-0.11,4.48,86,33.0,92.23,1.2,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_1292,4445499,128039,11373,0.71,2.88,2189,10.5,48.67,0.9,APPROVE - Not a statistical outlier,
influencer_1293,2130885,121738,3800,4.29,5.71,34,25.7,86.24000000000001,6.7,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_1294,4721642,240327,13072,2.24,5.09,1467,10.8,50.519999999999996,0.6,APPROVE - Not a statistical outlier,
influencer_1295,2208148,47384,1316,36.34,2.15,1392,17.5,73.49,24.6,APPROVE - Not a statistical outlier,
influencer_1296,4753525,107472,5499,2.29,2.26,1850,8.4,36.04,0.6,APPROVE - Not a statistical outlier,
influencer_1297,550239,11107,235,0.31,2.02,1312,14.0,63.849999999999994,0.0,APPROVE - Not a statistical outlier,
