name,followers,likes,comments,growth_rate,engagement_rate,account_age_days,fraud_risk_score,vetting_action,predicted_fraud,novel_pattern_flag
influencer_955,246028,8699,107,-3.31,3.54,518,0.0,APPROVE - Low fraud risk,0,
influencer_956,382984,8036,482,1.23,2.1,1561,0.0,APPROVE - Low fraud risk,0,
influencer_957,120617,1409,74,2.76,1.17,1619,0.0,APPROVE - Low fraud risk,0,
influencer_958,1323159,29895,1046,9.32,2.26,324,4.0,APPROVE - Low fraud risk,0,
influencer_959,1389249,28306,4246,30.2,2.04,913,79.3,REJECT - High fraud risk,1,
influencer_960,103414,2136,85,7.96,2.07,1543,0.0,APPROVE - Low fraud risk,0,
influencer_961,77203,845,16,4.68,1.09,655,1.0,APPROVE - Low fraud risk,0,
influencer_962,247531,933,34,-0.52,0.38,782,10.0,APPROVE - Low fraud risk,0,
influencer_963,448577,17182,497,5.85,3.83,933,0.0,APPROVE - Low fraud risk,0,
influencer_964,1033732,31529,2197,6.35,3.05,1973,1.4,APPROVE - Low fraud risk,0,
influencer_965,412397,7292,335,10.67,1.77,187,10.4,APPROVE - Low fraud risk,0,
influencer_966,2423606,1086,46,14.12,0.04,817,97.6,REJECT - High fraud risk,1,
influencer_967,371573,12432,812,2.89,3.35,1205,0.0,APPROVE - Low fraud risk,0,
influencer_968,348381,9825,539,3.51,2.82,680,0.1,APPROVE - Low fraud risk,0,
influencer_969,3124863,159571,2499,-1.86,5.11,1207,0.6,APPROVE - Low fraud risk,0,
influencer_970,64079,2109,121,1.1,3.29,1758,0.0,APPROVE - Low fraud risk,0,
influencer_971,1498667,19253,938,1.91,1.28,641,0.0,APPROVE - Low fraud risk,0,
influencer_972,750745,18304,665,-5.58,2.44,304,0.3,APPROVE - Low fraud risk,0,
influencer_973,174516,4496,233,-2.07,2.58,725,0.0,APPROVE - Low fraud risk,0,
influencer_974,28889,189,8,0.84,0.66,690,7.3,APPROVE - Low fraud risk,0,
influencer_975,1188748,39997,1815,-3.88,3.36,1559,0.0,APPROVE - Low fraud risk,0,
influencer_976,1453661,37445,1793,-1.39,2.58,374,0.4,APPROVE - Low fraud risk,0,
influencer_977,412907,17143,737,-0.54,4.15,315,0.0,APPROVE - Low fraud risk,0,
influencer_978,182242,7468,341,0.35,4.1,501,0.0,APPROVE - Low fraud risk,0,
influencer_979,344496,9719,429,-2.21,2.82,326,0.0,APPROVE - Low fraud risk,0,
influencer_980,2116776,84498,2104,-1.44,3.99,1510,0.0,APPROVE - Low fraud risk,0,
influencer_981,2464703,87370,4684,-2.62,3.54,851,0.2,APPROVE - Low fraud risk,0,
influencer_982,247117,8768,641,10.95,3.55,1805,0.7,APPROVE - Low fraud risk,0,
influencer_983,710476,1162,26,12.72,0.16,205,98.6,REJECT - High fraud risk,1,
influencer_984,688397,15701,516,0.83,2.28,1453,0.0,APPROVE - Low fraud risk,0,
influencer_985,3123272,64462,2299,2.19,2.06,1784,0.2,APPROVE - Low fraud risk,0,
influencer_986,193421,5151,123,6.09,2.66,247,0.1,APPROVE - Low fraud risk,0,
influencer_987,5000000,89104,3966,3.29,1.78,1201,0.0,APPROVE - Low fraud risk,0,
influencer_988,290249,14701,711,5.42,5.06,941,0.0,APPROVE - Low fraud risk,0,
influencer_989,1087107,33471,11858,4.95,3.08,98,94.7,REJECT - High fraud risk,1,
influencer_990,188796,8421,5068,-1.57,4.46,467,98.2,REJECT - High fraud risk,1,
influencer_991,608222,22500,966,7.29,3.7,176,0.1,APPROVE - Low fraud risk,0,
influencer_992,904623,13093,451,4.57,1.45,1721,0.0,APPROVE - Low fraud risk,0,
influencer_993,960407,26546,1805,-5.43,2.76,577,0.2,APPROVE - Low fraud risk,0,
influencer_994,448971,16539,759,3.86,3.68,1610,0.0,APPROVE - Low fraud risk,0,
influencer_995,2827428,790,27,38.53,0.03,652,100.0,REJECT - High fraud risk,1,
influencer_996,95045,3208,1153,9.25,3.38,1004,89.9,REJECT - High fraud risk,1,
influencer_997,470492,24126,575,0.27,5.13,871,0.0,APPROVE - Low fraud risk,0,
influencer_998,1354137,36287,1998,-0.54,2.68,1061,0.0,APPROVE - Low fraud risk,0,
influencer_999,2958403,62489,2755,-0.42,2.11,1237,0.2,APPROVE - Low fraud risk,0,
influencer_1000,232949,2489,163,-1.61,1.07,958,0.0,APPROVE - Low fraud risk,0,
influencer_1001,3779691,57056,2504,1.65,1.51,1712,0.0,APPROVE - Low fraud risk,0,
influencer_1002,295559,867,38,17.34,0.29,390,90.2,REJECT - High fraud risk,1,
influencer_1003,174634,9010,444,2.23,5.16,336,0.1,APPROVE - Low fraud risk,0,
influencer_1004,789668,40524,2331,-1.51,5.13,1444,1.2,APPROVE - Low fraud risk,0,
influencer_1005,146730,2463,115,5.91,1.68,93,0.6,APPROVE - Low fraud risk,0,
influencer_1006,4133108,91090,4300,4.21,2.2,1097,0.0,APPROVE - Low fraud risk,0,
influencer_1007,490115,19565,5931,35.01,3.99,1164,88.3,REJECT - High fraud risk,1,
influencer_1008,380427,13659,898,-2.21,3.59,746,0.0,APPROVE - Low fraud risk,0,
influencer_1009,815456,15777,741,-8.77,1.93,683,1.5,APPROVE - Low fraud risk,0,
influencer_1010,1370737,34732,1904,-0.14,2.53,1909,0.0,APPROVE - Low fraud risk,0,
influencer_1011,2759766,41568,1651,1.55,1.51,669,0.2,APPROVE - Low fraud risk,0,
influencer_1012,104508,3393,113,14.67,3.25,1382,6.3,APPROVE - Low fraud risk,0,
influencer_1013,416233,5807,356,1.13,1.4,998,0.0,APPROVE - Low fraud risk,0,
influencer_1014,347069,9430,387,5.6,2.72,288,0.1,APPROVE - Low fraud risk,0,
influencer_1015,102046,3660,92,1.86,3.59,1264,0.0,APPROVE - Low fraud risk,0,
influencer_1016,508669,13256,784,0.89,2.61,301,0.0,APPROVE - Low fraud risk,0,
influencer_1017,163403,5462,305,2.15,3.34,1370,0.0,APPROVE - Low fraud risk,0,
influencer_1018,197637,7312,1261,1.23,3.7,590,88.1,REJECT - High fraud risk,1,
influencer_1019,2780756,53340,2845,0.5,1.92,622,0.2,APPROVE - Low fraud risk,0,
influencer_1020,429488,17113,870,2.2,3.98,1305,0.0,APPROVE - Low fraud risk,0,
influencer_1021,361251,150,5,33.9,0.04,273,99.7,REJECT - High fraud risk,1,
influencer_1022,320009,13093,2943,16.72,4.09,965,98.6,REJECT - High fraud risk,1,
influencer_1023,363135,9379,443,5.27,2.58,830,0.0,APPROVE - Low fraud risk,0,
influencer_1024,290373,317,10,35.06,0.11,843,94.8,REJECT - High fraud risk,1,
influencer_1025,942732,23876,864,5.26,2.53,659,0.0,APPROVE - Low fraud risk,0,
influencer_1026,1302281,49761,1832,-2.68,3.82,979,0.0,APPROVE - Low fraud risk,0,
influencer_1027,761157,31313,2105,-0.77,4.11,1422,1.0,APPROVE - Low fraud risk,0,
influencer_1028,179106,764,26,31.46,0.43,804,65.0,MANUAL REVIEW - Audit history,1,
influencer_1029,250332,9476,3685,16.61,3.79,499,99.6,REJECT - High fraud risk,1,
influencer_1030,2509377,99424,4996,3.66,3.96,1085,0.6,APPROVE - Low fraud risk,0,
influencer_1031,2210194,62300,1573,6.45,2.82,959,0.1,APPROVE - Low fraud risk,0,
influencer_1032,436921,11420,2769,17.67,2.61,82,99.9,REJECT - High fraud risk,1,
influencer_1033,408178,12767,355,1.59,3.13,285,0.1,APPROVE - Low fraud risk,0,
influencer_1034,57293,1283,24,10.03,2.24,1014,6.6,APPROVE - Low fraud risk,0,
influencer_1035,612749,18105,1185,7.56,2.95,1349,0.0,APPROVE - Low fraud risk,0,
influencer_1036,272826,7159,45,5.2,2.62,823,1.8,APPROVE - Low fraud risk,0,
influencer_1037,1232716,17215,885,4.33,1.4,885,0.0,APPROVE - Low fraud risk,0,
influencer_1038,223946,8001,502,7.31,3.57,1668,0.0,APPROVE - Low fraud risk,0,
influencer_1039,2889049,83344,2650,2.47,2.88,566,0.4,APPROVE - Low fraud risk,0,
influencer_1040,43532,1360,60,5.6,3.12,1722,0.0,APPROVE - Low fraud risk,0,
influencer_1041,616435,14370,657,1.09,2.33,785,0.0,APPROVE - Low fraud risk,0,
influencer_1042,748160,20724,1214,2.87,2.77,1055,0.0,APPROVE - Low fraud risk,0,
influencer_1043,841201,11334,698,4.01,1.35,1455,0.0,APPROVE - Low fraud risk,0,
influencer_1044,1696201,90726,3417,0.11,5.35,640,0.8,APPROVE - Low fraud risk,0,
influencer_1045,421308,13824,535,-7.06,3.28,221,0.0,APPROVE - Low fraud risk,0,
influencer_1046,566008,20605,961,2.82,3.64,1457,0.0,APPROVE - Low fraud risk,0,
influencer_1047,109535,2935,118,3.48,2.68,1271,0.0,APPROVE - Low fraud risk,0,
influencer_1048,70112,3739,251,8.95,5.33,1379,1.0,APPROVE - Low fraud risk,0,
influencer_1049,364957,13802,641,1.52,3.78,365,0.1,APPROVE - Low fraud risk,0,
influencer_1050,910782,331,10,19.4,0.04,851,100.0,REJECT - High fraud risk,1,
influencer_1051,2501975,100514,2115,-0.88,4.02,1686,0.0,APPROVE - Low fraud risk,0,
influencer_1052,63298,669,42,5.4,1.06,908,2.8,APPROVE - Low fraud risk,0,
influencer_1053,53792,1222,65,1.7,2.27,1269,0.0,APPROVE - Low fraud risk,0,
influencer_1054,561196,19136,621,10.77,3.41,1382,0.2,APPROVE - Low fraud risk,0,
influencer_1055,320378,14274,941,5.14,4.46,488,0.5,APPROVE - Low fraud risk,0,
influencer_1056,400831,12105,368,0.4,3.02,1958,0.0,APPROVE - Low fraud risk,0,
influencer_1057,1460788,30875,7815,16.2,2.11,293,97.0,REJECT - High fraud risk,1,
influencer_1058,1415379,30042,1305,6.84,2.12,79,1.1,APPROVE - Low fraud risk,0,
influencer_1059,123029,2468,188,-7.0,2.01,1238,0.3,APPROVE - Low fraud risk,0,
influencer_1060,282927,4553,244,5.68,1.61,535,0.3,APPROVE - Low fraud risk,0,
influencer_1061,401650,11832,553,3.84,2.95,675,0.1,APPROVE - Low fraud risk,0,
influencer_1062,97167,2723,139,-3.98,2.8,1247,0.0,APPROVE - Low fraud risk,0,
influencer_1063,123238,5738,192,3.61,4.66,1892,0.0,APPROVE - Low fraud risk,0,
influencer_1064,44038,2116,89,2.15,4.81,595,0.1,APPROVE - Low fraud risk,0,
influencer_1065,2974370,68171,5215,7.92,2.29,1174,1.0,APPROVE - Low fraud risk,0,
influencer_1066,710281,33850,11188,0.53,4.77,564,91.6,REJECT - High fraud risk,1,
influencer_1067,196376,4929,79,4.81,2.51,1174,0.0,APPROVE - Low fraud risk,0,
influencer_1068,1042865,37102,1577,0.46,3.56,1292,0.0,APPROVE - Low fraud risk,0,
influencer_1069,1238117,58032,2801,4.7,4.69,1087,0.9,APPROVE - Low fraud risk,0,
influencer_1070,419328,17797,332,5.08,4.24,1722,0.0,APPROVE - Low fraud risk,0,
influencer_1071,754430,18802,958,0.02,2.49,791,0.0,APPROVE - Low fraud risk,0,
influencer_1072,248486,8776,357,9.23,3.53,1634,0.0,APPROVE - Low fraud risk,0,
influencer_1073,152628,5189,271,3.88,3.4,1251,0.0,APPROVE - Low fraud risk,0,
influencer_1074,138942,2364,82,8.22,1.7,1771,0.0,APPROVE - Low fraud risk,0,
influencer_1075,979132,32001,1692,1.61,3.27,372,0.5,APPROVE - Low fraud risk,0,
influencer_1076,364199,17070,694,5.16,4.69,1123,0.0,APPROVE - Low fraud risk,0,
influencer_1077,2190094,43322,2406,6.04,1.98,1253,0.0,APPROVE - Low fraud risk,0,
influencer_1078,399261,12523,689,7.98,3.14,722,0.1,APPROVE - Low fraud risk,0,
influencer_1079,258034,10454,564,4.29,4.05,1510,0.0,APPROVE - Low fraud risk,0,
influencer_1080,403136,20230,1665,2.73,5.02,649,11.3,APPROVE - Low fraud risk,0,
influencer_1081,102844,3791,240,4.05,3.69,1948,0.0,APPROVE - Low fraud risk,0,
influencer_1082,337630,2574,134,5.32,0.76,1183,2.5,APPROVE - Low fraud risk,0,
influencer_1083,368199,5317,311,-0.86,1.44,892,0.0,APPROVE - Low fraud risk,0,
influencer_1084,997846,16506,712,1.4,1.65,678,0.0,APPROVE - Low fraud risk,0,
influencer_1085,348412,5103,272,6.61,1.46,1644,0.0,APPROVE - Low fraud risk,0,
influencer_1086,142921,3548,135,6.16,2.48,335,0.0,APPROVE - Low fraud risk,0,
influencer_1087,1086480,16583,696,2.05,1.53,588,0.0,APPROVE - Low fraud risk,0,
influencer_1088,1860958,47851,2056,5.24,2.57,842,0.2,APPROVE - Low fraud risk,0,
influencer_1089,154152,3942,224,2.3,2.56,717,0.0,APPROVE - Low fraud risk,0,
influencer_1090,5000000,269025,5807,-0.4,5.38,801,0.2,APPROVE - Low fraud risk,0,
influencer_1091,322187,4957,237,7.9,1.54,624,0.6,APPROVE - Low fraud risk,0,
influencer_1092,3363619,104671,6714,6.06,3.11,105,1.1,APPROVE - Low fraud risk,0,
influencer_1093,1640083,42227,1468,4.84,2.57,901,0.5,APPROVE - Low fraud risk,0,
influencer_1094,270190,8046,421,4.19,2.98,1297,0.0,APPROVE - Low fraud risk,0,
influencer_1095,217620,3112,836,24.35,1.43,751,75.4,REJECT - High fraud risk,1,
influencer_1096,383006,18673,376,-2.14,4.88,871,0.0,APPROVE - Low fraud risk,0,
influencer_1097,394811,16748,814,-0.18,4.24,661,0.0,APPROVE - Low fraud risk,0,
influencer_1098,460315,11035,401,-1.13,2.4,1004,0.0,APPROVE - Low fraud risk,0,
influencer_1099,891997,42350,1116,-0.7,4.75,830,0.0,APPROVE - Low fraud risk,0,
influencer_1100,1639105,46490,2323,3.62,2.84,1224,0.2,APPROVE - Low fraud risk,0,
influencer_1101,98226,3395,153,-0.43,3.46,1836,0.0,APPROVE - Low fraud risk,0,
influencer_1102,639567,8560,512,0.73,1.34,1246,0.0,APPROVE - Low fraud risk,0,
influencer_1103,338230,7899,624,-6.86,2.34,1493,0.0,APPROVE - Low fraud risk,0,
influencer_1104,2092279,27323,1126,5.22,1.31,576,0.5,APPROVE - Low fraud risk,0,
influencer_1105,200043,6321,233,5.92,3.16,1960,0.0,APPROVE - Low fraud risk,0,
influencer_1106,479550,13371,379,-2.53,2.79,144,0.0,APPROVE - Low fraud risk,0,
influencer_1107,178602,2463,128,2.86,1.38,538,0.0,APPROVE - Low fraud risk,0,
influencer_1108,181607,4745,189,1.79,2.61,689,0.1,APPROVE - Low fraud risk,0,
influencer_1109,1015384,40191,1466,-0.31,3.96,1740,0.0,APPROVE - Low fraud risk,0,
influencer_1110,574646,17585,1182,5.14,3.06,1425,0.3,APPROVE - Low fraud risk,0,
influencer_1111,938879,30388,869,5.05,3.24,399,0.2,APPROVE - Low fraud risk,0,
influencer_1112,345848,6926,370,2.21,2.0,1631,0.0,APPROVE - Low fraud risk,0,
influencer_1113,1980593,51019,2372,5.11,2.58,1031,0.2,APPROVE - Low fraud risk,0,
influencer_1114,1132745,42167,1563,-2.98,3.72,1989,0.0,APPROVE - Low fraud risk,0,
influencer_1115,632461,23689,1434,5.37,3.75,145,0.4,APPROVE - Low fraud risk,0,
influencer_1116,2433594,65554,1867,7.64,2.69,839,1.4,APPROVE - Low fraud risk,0,
influencer_1117,194715,6682,273,-0.94,3.43,1444,0.0,APPROVE - Low fraud risk,0,
influencer_1118,289067,6570,430,9.64,2.27,1647,0.0,APPROVE - Low fraud risk,0,
influencer_1119,176892,3078,93,5.59,1.74,1824,0.0,APPROVE - Low fraud risk,0,
influencer_1120,1055725,110,4,53.08,0.01,719,100.0,REJECT - High fraud risk,1,
influencer_1121,816014,19120,629,-1.53,2.34,1331,0.0,APPROVE - Low fraud risk,0,
influencer_1122,664424,24492,1521,3.33,3.69,620,0.3,APPROVE - Low fraud risk,0,
influencer_1123,377592,6694,273,7.14,1.77,1874,0.0,APPROVE - Low fraud risk,0,
influencer_1124,439928,14482,601,8.39,3.29,772,0.4,APPROVE - Low fraud risk,0,
influencer_1125,879055,18419,589,0.14,2.1,1339,0.0,APPROVE - Low fraud risk,0,
influencer_1126,1090974,27983,952,6.74,2.56,1694,0.0,APPROVE - Low fraud risk,0,
influencer_1127,177768,5253,248,-4.99,2.95,1485,0.0,APPROVE - Low fraud risk,0,
influencer_1128,4564605,96378,3766,0.07,2.11,241,0.2,APPROVE - Low fraud risk,0,
influencer_1129,217010,5149,1112,14.13,2.37,1198,83.5,REJECT - High fraud risk,1,
influencer_1130,1048800,42259,2333,5.64,4.03,184,0.8,APPROVE - Low fraud risk,0,
influencer_1131,238830,5901,160,7.74,2.47,1083,0.0,APPROVE - Low fraud risk,0,
influencer_1132,779902,765,15,9.58,0.1,591,99.9,REJECT - High fraud risk,1,
influencer_1133,3377369,54588,1581,-1.78,1.62,1580,0.1,APPROVE - Low fraud risk,0,
influencer_1134,346733,5194,233,5.45,1.5,1250,0.0,APPROVE - Low fraud risk,0,
influencer_1135,725761,23635,968,8.71,3.26,1974,0.0,APPROVE - Low fraud risk,0,
influencer_1136,360211,44,1,0.2,0.01,707,98.6,REJECT - High fraud risk,1,
influencer_1137,444429,18223,333,9.35,4.1,1829,0.0,APPROVE - Low fraud risk,0,
influencer_1138,123522,2165,132,2.36,1.75,248,0.0,APPROVE - Low fraud risk,0,
influencer_1139,5000000,201971,12125,6.61,4.04,943,1.0,APPROVE - Low fraud risk,0,
influencer_1140,1099963,41785,1333,3.17,3.8,1654,0.0,APPROVE - Low fraud risk,0,
influencer_1141,1020011,17816,252,7.01,1.75,396,0.5,APPROVE - Low fraud risk,0,
influencer_1142,1586225,28534,11596,10.03,1.8,339,97.7,REJECT - High fraud risk,1,
influencer_1143,90160,1194,31,8.57,1.32,1980,2.2,APPROVE - Low fraud risk,0,
influencer_1144,2619678,61296,2315,-0.84,2.34,535,0.2,APPROVE - Low fraud risk,0,
influencer_1145,259500,5957,290,7.97,2.3,668,0.3,APPROVE - Low fraud risk,0,
influencer_1146,112152,2216,79,4.37,1.98,827,0.0,APPROVE - Low fraud risk,0,
influencer_1147,1612115,38104,2774,1.61,2.36,828,1.4,APPROVE - Low fraud risk,0,
influencer_1148,530761,13958,386,9.44,2.63,1707,0.6,APPROVE - Low fraud risk,0,
influencer_1149,624114,25727,8227,-8.05,4.12,950,95.0,REJECT - High fraud risk,1,
influencer_1150,753422,13688,663,7.4,1.82,1211,0.0,APPROVE - Low fraud risk,0,
influencer_1151,389499,7299,272,3.24,1.87,1507,0.0,APPROVE - Low fraud risk,0,
influencer_1152,1420273,26056,1638,0.9,1.83,1717,0.0,APPROVE - Low fraud risk,0,
influencer_1153,131082,3348,123,0.9,2.55,1010,0.0,APPROVE - Low fraud risk,0,
influencer_1154,2009045,1135,44,4.53,0.06,388,96.9,REJECT - High fraud risk,1,
influencer_1155,728192,21593,1256,-0.44,2.97,1510,0.0,APPROVE - Low fraud risk,0,
influencer_1156,312071,8682,427,1.03,2.78,1518,0.0,APPROVE - Low fraud risk,0,
influencer_1157,2399239,36614,2142,2.32,1.53,720,0.8,APPROVE - Low fraud risk,0,
influencer_1158,694487,28124,811,8.13,4.05,850,0.3,APPROVE - Low fraud risk,0,
influencer_1159,156363,5007,2993,6.28,3.2,30,98.4,REJECT - High fraud risk,1,
influencer_1160,172209,8905,4591,-1.08,5.17,822,94.9,REJECT - High fraud risk,1,
influencer_1161,811915,19020,1370,5.13,2.34,750,0.0,APPROVE - Low fraud risk,0,
influencer_1162,205244,5052,245,3.4,2.46,221,0.0,APPROVE - Low fraud risk,0,
influencer_1163,438963,4689,366,2.83,1.07,579,0.0,APPROVE - Low fraud risk,0,
influencer_1164,4490943,123414,6002,-7.71,2.75,495,0.3,APPROVE - Low fraud risk,0,
influencer_1165,198850,5489,272,-2.74,2.76,879,0.0,APPROVE - Low fraud risk,0,
influencer_1166,1614008,87,3,18.99,0.01,643,100.0,REJECT - High fraud risk,1,
influencer_1167,5000000,89178,3230,3.43,1.78,68,0.0,APPROVE - Low fraud risk,0,"Possible novel fraud pattern (high anomaly, not matched by labeled examples)"
influencer_1168,33566,710,45,-3.56,2.12,212,0.0,APPROVE - Low fraud risk,0,
influencer_1169,374686,9837,573,-5.24,2.63,1784,0.0,APPROVE - Low fraud risk,0,
influencer_1170,307943,12972,1005,0.11,4.21,959,0.3,APPROVE - Low fraud risk,0,
influencer_1171,608574,17804,674,6.02,2.93,1043,0.0,APPROVE - Low fraud risk,0,
influencer_1172,110955,4270,162,2.59,3.85,525,0.1,APPROVE - Low fraud risk,0,
influencer_1173,145994,2648,38,6.5,1.81,424,0.3,APPROVE - Low fraud risk,0,
influencer_1174,309011,9368,435,6.95,3.03,923,0.0,APPROVE - Low fraud risk,0,
influencer_1175,188669,5893,20,3.18,3.12,722,2.5,APPROVE - Low fraud risk,0,
influencer_1176,764423,17908,652,2.88,2.34,154,0.0,APPROVE - Low fraud risk,0,
influencer_1177,214914,5548,193,-1.32,2.58,451,0.0,APPROVE - Low fraud risk,0,
influencer_1178,351389,11999,761,6.73,3.41,845,0.3,APPROVE - Low fraud risk,0,
influencer_1179,803528,29436,304,7.02,3.66,1971,0.0,APPROVE - Low fraud risk,0,
influencer_1180,396370,606,6,8.02,0.15,448,99.3,REJECT - High fraud risk,1,
influencer_1181,994265,21415,832,8.74,2.15,1142,0.9,APPROVE - Low fraud risk,0,
influencer_1182,2708066,115,6,5.77,0.0,200,100.0,REJECT - High fraud risk,1,
influencer_1183,689494,16210,1080,8.99,2.35,1319,0.6,APPROVE - Low fraud risk,0,
influencer_1184,760344,18721,928,7.03,2.46,723,0.0,APPROVE - Low fraud risk,0,
influencer_1185,786327,8524,460,0.77,1.08,286,0.0,APPROVE - Low fraud risk,0,
influencer_1186,5000000,98651,3768,-1.88,1.97,1321,0.2,APPROVE - Low fraud risk,0,
influencer_1187,315041,6205,270,5.46,1.97,541,0.0,APPROVE - Low fraud risk,0,
influencer_1188,922885,20152,1125,2.76,2.18,1205,0.0,APPROVE - Low fraud risk,0,
influencer_1189,493934,20574,1279,11.37,4.17,554,4.9,APPROVE - Low fraud risk,0,
influencer_1190,265441,3032,92,3.52,1.14,1959,0.0,APPROVE - Low fraud risk,0,
influencer_1191,149691,3618,158,3.96,2.42,1064,0.0,APPROVE - Low fraud risk,0,
influencer_1192,478348,9869,504,5.93,2.06,600,0.0,APPROVE - Low fraud risk,0,
influencer_1193,400329,15581,757,-0.17,3.89,105,0.0,APPROVE - Low fraud risk,0,
influencer_1194,21089,756,168,11.37,3.58,876,92.2,REJECT - High fraud risk,1,
influencer_1195,602770,27690,1126,-1.42,4.59,233,0.0,APPROVE - Low fraud risk,0,
influencer_1196,1407099,24188,1075,7.48,1.72,1374,0.0,APPROVE - Low fraud risk,0,
influencer_1197,225173,9602,365,4.95,4.26,811,0.1,APPROVE - Low fraud risk,0,
influencer_1198,5000000,186486,6083,6.94,3.73,1336,0.0,APPROVE - Low fraud risk,0,
influencer_1199,724297,33209,1738,6.76,4.58,456,0.7,APPROVE - Low fraud risk,0,
influencer_1200,117834,4300,313,4.41,3.65,739,0.1,APPROVE - Low fraud risk,0,
influencer_1201,1829622,49262,2837,-2.4,2.69,286,0.6,APPROVE - Low fraud risk,0,
influencer_1202,331798,5606,74,8.87,1.69,1925,0.7,APPROVE - Low fraud risk,0,
influencer_1203,39549,265,12,0.56,0.67,343,7.0,APPROVE - Low fraud risk,0,
influencer_1204,420313,11004,758,-0.65,2.62,1285,0.0,APPROVE - Low fraud risk,0,
influencer_1205,1387905,22775,1502,2.53,1.64,1406,0.0,APPROVE - Low fraud risk,0,
influencer_1206,954004,29024,949,5.18,3.04,692,0.2,APPROVE - Low fraud risk,0,
influencer_1207,1212194,49636,2285,0.11,4.09,165,0.4,APPROVE - Low fraud risk,0,
influencer_1208,572542,7075,247,7.55,1.24,723,3.1,APPROVE - Low fraud risk,0,
influencer_1209,334346,9199,445,-0.62,2.75,216,0.0,APPROVE - Low fraud risk,0,
influencer_1210,206190,3230,144,-0.62,1.57,565,0.0,APPROVE - Low fraud risk,0,
influencer_1211,94308,3351,196,11.05,3.55,259,3.0,APPROVE - Low fraud risk,0,
influencer_1212,112190,4401,167,-1.22,3.92,903,0.0,APPROVE - Low fraud risk,0,
influencer_1213,2200044,57134,2039,-0.14,2.6,232,0.1,APPROVE - Low fraud risk,0,
influencer_1214,164897,5425,1864,25.21,3.29,389,98.9,REJECT - High fraud risk,1,
influencer_1215,281489,123,4,20.81,0.04,128,99.0,REJECT - High fraud risk,1,
influencer_1216,100643,1044,35,4.76,1.04,273,2.0,APPROVE - Low fraud risk,0,
influencer_1217,616718,12546,578,0.44,2.03,641,0.0,APPROVE - Low fraud risk,0,
influencer_1218,108008,4476,278,0.03,4.14,1455,0.0,APPROVE - Low fraud risk,0,
influencer_1219,205084,1987,100,-2.82,0.97,1389,0.0,APPROVE - Low fraud risk,0,
influencer_1220,1814049,94953,2859,2.94,5.23,1266,0.2,APPROVE - Low fraud risk,0,
influencer_1221,758932,20344,898,-1.81,2.68,581,0.0,APPROVE - Low fraud risk,0,
influencer_1222,3353051,194144,9903,-1.23,5.79,300,0.6,APPROVE - Low fraud risk,0,
influencer_1223,131844,655,28,1.55,0.5,713,9.0,APPROVE - Low fraud risk,0,
influencer_1224,115628,2647,132,-2.05,2.29,1541,0.0,APPROVE - Low fraud risk,0,
influencer_1225,1539624,59960,1131,-0.46,3.89,1818,0.0,APPROVE - Low fraud risk,0,
influencer_1226,915766,22862,1269,0.88,2.5,1860,0.0,APPROVE - Low fraud risk,0,
influencer_1227,1226336,15192,648,6.92,1.24,1410,0.0,APPROVE - Low fraud risk,0,
influencer_1228,381769,19908,978,1.96,5.21,432,0.1,APPROVE - Low fraud risk,0,
influencer_1229,683278,9462,591,5.96,1.38,1916,0.0,APPROVE - Low fraud risk,0,
influencer_1230,205698,1955,110,-1.24,0.95,1408,0.0,APPROVE - Low fraud risk,0,
influencer_1231,87156,2246,118,4.34,2.58,1620,0.3,APPROVE - Low fraud risk,0,
influencer_1232,223559,6891,441,1.57,3.08,1485,0.0,APPROVE - Low fraud risk,0,
influencer_1233,3783325,92779,3075,1.37,2.45,372,0.2,APPROVE - Low fraud risk,0,
influencer_1234,199431,5729,266,-6.24,2.87,1478,0.3,APPROVE - Low fraud risk,0,
influencer_1235,750897,460,29,16.11,0.06,577,100.0,REJECT - High fraud risk,1,
influencer_1236,42575,1527,99,3.3,3.59,321,0.5,APPROVE - Low fraud risk,0,
influencer_1237,739893,23855,1254,6.93,3.22,1569,0.0,APPROVE - Low fraud risk,0,
influencer_1238,1705954,60973,2349,4.97,3.57,1768,0.0,APPROVE - Low fraud risk,0,
influencer_1239,299159,6264,280,2.63,2.09,962,0.0,APPROVE - Low fraud risk,0,
influencer_1240,3337074,135297,4656,1.66,4.05,701,0.4,APPROVE - Low fraud risk,0,
influencer_1241,440633,472,19,5.63,0.11,627,99.6,REJECT - High fraud risk,1,
influencer_1242,374080,10750,435,5.92,2.87,1562,0.0,APPROVE - Low fraud risk,0,
influencer_1243,393728,257,8,13.64,0.07,582,100.0,REJECT - High fraud risk,1,
influencer_1244,209844,6188,253,0.16,2.95,1989,0.0,APPROVE - Low fraud risk,0,
influencer_1245,274260,7434,476,10.8,2.71,453,4.4,APPROVE - Low fraud risk,0,
influencer_1246,5000000,194908,4669,5.17,3.9,900,0.8,APPROVE - Low fraud risk,0,
influencer_1247,161219,4790,160,5.3,2.97,1710,0.0,APPROVE - Low fraud risk,0,
influencer_1248,1023117,43201,1257,-0.77,4.22,655,0.0,APPROVE - Low fraud risk,0,
influencer_1249,387669,10111,391,-0.41,2.61,859,0.0,APPROVE - Low fraud risk,0,
influencer_1250,1664372,58427,1999,9.5,3.51,1974,0.0,APPROVE - Low fraud risk,0,
influencer_1251,89996,3396,509,14.22,3.77,509,89.9,REJECT - High fraud risk,1,
